,EUR,AUD,CAD,GBP,JPY,SEK,NOK,NZD,CHF,MXN,CLP,BRL,COP,PEN,KRW,IDR,INR,THB,PHP,SGD,PLN,HUF,CZK,ZAR,TRY
2014-04-30,,1.07724,1.096,0.59266,102.22,,,1.1609,0.88,,,,,,,,,,,1.2532,,,,,
2014-05-01,,1.07956,1.0958,0.59217,102.32,,,1.15915,0.8792,,,,,,,,,,,1.2531,,,,,
2014-05-02,,1.07805,1.0971,0.59266,102.16,,,1.15447,0.8778,,,,,,,,,,,1.2529,,,,,
2014-05-05,,1.07782,1.0951,0.59287,102.14,,,1.15194,0.8776,,,,,,,,,,,1.2503,,,,,
2014-05-06,,1.07066,1.0895,0.58924,101.73,,,1.14863,0.8742,,,,,,,,,,,1.2474,,,,,
2014-05-07,,1.07216,1.0896,0.58983,101.86,,,1.15553,0.8762,,,,,,,,,,,1.2495,,,,,
2014-05-08,,1.06746,1.0831,0.59063,101.65,,,1.15714,0.8801,,,,,,,,,,,1.2474,,,,,
2014-05-09,,1.06838,1.0899,0.5933,101.86,,,1.16077,0.8864,,,,,,,,,,,1.2485,,,,,
2014-05-12,,1.06815,1.0894,0.59284,102.14,,,1.16036,0.8877,,,,,,,,,,,1.2498,,,,,
2014-05-13,,1.0686,1.0906,0.59435,102.25,,,1.15781,0.8899,,,,,,,,,,,1.2514,,,,,
2014-05-14,,1.06655,1.0886,0.59648,101.84,,,1.15393,0.8897,,,,,,,,,,,1.2505,,,,,
2014-05-15,,1.0686,1.0878,0.59563,101.57,,,1.15687,0.8908,,,,,,,,,,,1.2518,,,,,
2014-05-16,,1.06849,1.0857,0.59471,101.52,,,1.15955,0.8915,,,,,,,,,,,1.2505,,,,,
2014-05-19,,1.0725,1.0871,0.59478,101.47,,,1.15942,0.8922,,,,,,,,,,,1.2502,,,,,
2014-05-20,,1.08225,1.0906,0.59393,101.31,,,1.16673,0.892,,,,,,,,,,,1.2525,,,,,
2014-05-21,,1.08155,1.0914,0.59179,101.43,,,1.16673,0.8932,,,,,,,,,,,1.2506,,,,,
2014-05-22,,1.08425,1.0891,0.59287,101.75,,,1.16822,0.894,,,,,,,,,,,1.2511,,,,,
2014-05-23,,1.08342,1.086,0.59418,101.95,,,1.1711,0.8956,,,,,,,,,,,1.2527,,,,,
2014-05-26,,1.08225,1.0859,0.59386,101.93,,,1.17041,0.8948,,,,,,,,,,,1.2525,,,,,
2014-05-27,,1.08003,1.0856,0.59492,102.01,,,1.16782,0.8968,,,,,,,,,,,1.2562,,,,,
2014-05-28,,1.08307,1.0872,0.59837,101.81,,,1.17702,0.8983,,,,,,,,,,,1.2553,,,,,
2014-05-29,,1.07469,1.0836,0.59823,101.7,,,1.17786,0.8977,,,,,,,,,,,1.2544,,,,,
2014-05-30,,1.07446,1.0844,0.59723,101.77,,,1.17716,0.8942,,,,,,,,,,,1.254,,,,,
2014-06-02,,1.08213,1.0898,0.59716,102.37,,,1.18343,0.8985,,,,,,,,,,,1.2566,,,,,
2014-06-03,,1.0791,1.0906,0.59709,102.52,,,1.18582,0.8961,,,,,,,,,,,1.2565,,,,,
2014-06-04,,1.07794,1.094,0.59751,102.73,,,1.18765,0.897,,,,,,,,,,,1.2575,,,,,
2014-06-05,,1.07124,1.0923,0.59478,102.41,,,1.1773,0.8913,,,,,,,,,,,1.252,,,,,
2014-06-06,,1.0717,1.093,0.59542,102.5,,,1.17675,0.8934,,,,,,,,,,,1.2509,,,,,
2014-06-09,,1.06952,1.0903,0.59517,102.54,,,1.17744,0.897,,,,,,,,,,,1.2497,,,,,
2014-06-10,,1.06724,1.0903,0.59687,102.34,,,1.17316,0.8992,,,,,,,,,,,1.2494,,,,,
2014-06-11,,1.06542,1.0866,0.59559,101.98,,,1.16117,0.8996,,,,,,,,,,,1.2499,,,,,
2014-06-12,,1.06123,1.0854,0.59091,101.74,,,1.15141,0.8981,,,,,,,,,,,1.248,,,,,
2014-06-13,,1.06372,1.0855,0.58959,102.04,,,1.1546,0.9,,,,,,,,,,,1.2503,,,,,
2014-06-16,,1.06394,1.0839,0.589,101.82,,,1.15247,0.8971,,,,,,,,,,,1.2506,,,,,
2014-06-17,,1.07124,1.0857,0.58955,102.16,,,1.15553,0.8993,,,,,,,,,,,1.2536,,,,,
2014-06-18,,1.06406,1.0837,0.58855,101.93,,,1.146,0.8961,,,,,,,,,,,1.2484,,,,,
2014-06-19,,1.06428,1.0819,0.58692,101.93,,,1.14811,0.8941,,,,,,,,,,,1.2493,,,,,
2014-06-20,,1.06553,1.0757,0.58789,102.06,,,1.14995,0.894,,,,,,,,,,,1.2479,,,,,
2014-06-23,,1.06112,1.0729,0.5873,101.9,,,1.14679,0.8941,,,,,,,,,,,1.2484,,,,,
2014-06-24,,1.06769,1.0744,0.58882,101.95,,,1.1534,0.8939,,,,,,,,,,,1.2488,,,,,
2014-06-25,,1.06394,1.072,0.58889,101.83,,,1.14561,0.8927,,,,,,,,,,,1.2495,,,,,
2014-06-26,,1.06259,1.0692,0.58741,101.67,,,1.1396,0.8935,,,,,,,,,,,1.2492,,,,,
2014-06-27,,1.06112,1.0662,0.58703,101.36,,,1.1396,0.8905,,,,,,,,,,,1.2492,,,,,
2014-06-30,,1.06045,1.0668,0.58449,101.3,,,1.14168,0.8865,,,,,,,,,,,1.2469,,,,,
2014-07-01,,1.05341,1.0632,0.58316,101.55,,,1.14025,0.8873,,,,,,,,,,,1.2457,,,,,
2014-07-02,,1.0591,1.0667,0.58265,101.77,,,1.14012,0.8889,,,,,,,,,,,1.2475,,,,,
2014-07-03,,1.07032,1.064,0.58309,102.19,,,1.14325,0.8931,,,,,,,,,,,1.2469,,,,,
2014-07-04,,1.06781,1.0652,0.58282,102.07,,,1.14469,0.8942,,,,,,,,,,,1.2454,,,,,
2014-07-07,,1.06746,1.0681,0.58374,101.87,,,1.14273,0.8934,,,,,,,,,,,1.2463,,,,,
2014-07-08,,1.06406,1.0677,0.58377,101.53,,,1.13856,0.8929,,,,,,,,,,,1.2432,,,,,
2014-07-09,,1.06304,1.0653,0.58289,101.62,,,1.13417,0.891,,,,,,,,,,,1.2414,,,,,
2014-07-10,,1.06496,1.0652,0.5837,101.31,,,1.13443,0.8925,,,,,,,,,,,1.2411,,,,,
2014-07-11,,1.06508,1.0732,0.58432,101.24,,,1.13533,0.892,,,,,,,,,,,1.2401,,,,,
2014-07-14,,1.06474,1.0711,0.58538,101.54,,,1.13598,0.8917,,,,,,,,,,,1.241,,,,,
2014-07-15,,1.06746,1.0755,0.5834,101.68,,,1.14129,0.8956,,,,,,,,,,,1.2435,,,,,
2014-07-16,,1.06838,1.0744,0.58357,101.66,,,1.14797,0.8982,,,,,,,,,,,1.242,,,,,
2014-07-17,,1.06998,1.0759,0.58479,101.15,,,1.15407,0.8975,,,,,,,,,,,1.2435,,,,,
2014-07-18,,1.06485,1.0733,0.58538,101.32,,,1.15101,0.8983,,,,,,,,,,,1.241,,,,,
2014-07-21,,1.06701,1.0738,0.58572,101.41,,,1.15115,0.898,,,,,,,,,,,1.2393,,,,,
2014-07-22,,1.06451,1.0737,0.58603,101.47,,,1.15354,0.9023,,,,,,,,,,,1.2398,,,,,
2014-07-23,,1.0591,1.0726,0.58689,101.54,,,1.16023,0.9022,,,,,,,,,,,1.237,,,,,
2014-07-24,,1.06225,1.0744,0.58869,101.8,,,1.16754,0.9025,,,,,,,,,,,1.2412,,,,,
2014-07-25,,1.0644,1.0815,0.58917,101.82,,,1.16973,0.9048,,,,,,,,,,,1.2416,,,,,
2014-07-28,,1.06338,1.0798,0.58882,101.83,,,1.16986,0.9039,,,,,,,,,,,1.2411,,,,,
2014-07-29,,1.06587,1.0849,0.59021,102.11,,,1.17564,0.9069,,,,,,,,,,,1.2424,,,,,
2014-07-30,,1.07227,1.0902,0.5913,102.81,,,1.17841,0.9086,,,,,,,,,,,1.2437,,,,,
2014-07-31,,1.07596,1.0905,0.59228,102.8,,,1.17661,0.9088,,,,,,,,,,,1.2473,,,,,
2014-08-01,,1.07435,1.0915,0.5946,102.57,,,1.17426,0.9055,,,,,,,,,,,1.2465,,,,,
2014-08-04,,1.07147,1.0905,0.59315,102.55,,,1.17302,0.9067,,,,,,,,,,,1.2459,,,,,
2014-08-05,,1.07481,1.096,0.59235,102.61,,,1.18147,0.9093,,,,,,,,,,,1.2477,,,,,
2014-08-06,,1.06975,1.0917,0.59347,102.12,,,1.18036,0.9074,,,,,,,,,,,1.2478,,,,,
2014-08-07,,1.07898,1.0927,0.59411,102.1,,,1.18134,0.9088,,,,,,,,,,,1.252,,,,,
2014-08-08,,1.07863,1.0972,0.59627,102.0,,,1.18203,0.9053,,,,,,,,,,,1.2513,,,,,
2014-08-11,,1.07945,1.0924,0.5957,102.18,,,1.18245,0.9065,,,,,,,,,,,1.25,,,,,
2014-08-12,,1.07945,1.0925,0.59492,102.25,,,1.1861,0.9074,,,,,,,,,,,1.2503,,,,,
2014-08-13,,1.07504,1.0915,0.5992,102.42,,,1.18231,0.9075,,,,,,,,,,,1.2496,,,,,
2014-08-14,,1.07365,1.0902,0.59941,102.47,,,1.17813,0.9065,,,,,,,,,,,1.2459,,,,,
2014-08-15,,1.07342,1.0894,0.59923,102.36,,,1.17897,0.902,,,,,,,,,,,1.2448,,,,,
2014-08-18,,1.07262,1.0888,0.59791,102.57,,,1.17952,0.9066,,,,,,,,,,,1.2444,,,,,
2014-08-19,,1.07562,1.0941,0.60187,102.92,,,1.18751,0.9093,,,,,,,,,,,1.2477,,,,,
2014-08-20,,1.07712,1.0969,0.60266,103.69,,,1.19517,0.9135,,,,,,,,,,,1.2501,,,,,
2014-08-21,,1.07481,1.094,0.60317,103.82,,,1.18963,0.9113,,,,,,,,,,,1.2493,,,,,
2014-08-22,,1.07365,1.0942,0.60368,103.92,,,1.18948,0.9137,,,,,,,,,,,1.2485,,,,,
2014-08-25,,1.07562,1.0984,0.6035,104.04,,,1.1989,0.9155,,,,,,,,,,,1.25,,,,,
2014-08-26,,1.07446,1.0953,0.60456,104.1,,,1.20019,0.9174,,,,,,,,,,,1.2495,,,,,
2014-08-27,,1.07147,1.0865,0.60339,103.87,,,1.19417,0.9147,,,,,,,,,,,1.2474,,,,,
2014-08-28,,1.06872,1.0858,0.60284,103.7,,,1.19318,0.9147,,,,,,,,,,,1.2494,,,,,
2014-08-29,,1.07078,1.0877,0.60255,104.07,,,1.19617,0.918,,,,,,,,,,,1.2483,,,,,
2014-09-01,,1.07158,1.0876,0.60212,104.32,,,1.19346,0.9196,,,,,,,,,,,1.2494,,,,,
2014-09-02,,1.07805,1.0929,0.6072,105.09,,,1.20207,0.9191,,,,,,,,,,,1.2535,,,,,
2014-09-03,,1.07044,1.0888,0.6075,104.85,,,1.20135,0.9177,,,,,,,,,,,1.2514,,,,,
2014-09-04,,1.07044,1.0875,0.61289,105.29,,,1.20496,0.9325,,,,,,,,,,,1.2556,,,,,
2014-09-05,,1.06644,1.0878,0.61263,105.06,,,1.20106,0.9309,,,,,,,,,,,1.2527,,,,,
2014-09-08,,1.0777,1.0979,0.62143,105.97,,,1.20788,0.9352,,,,,,,,,,,1.2593,,,,,
2014-09-09,,1.08648,1.098,0.62096,106.18,,,1.21271,0.9326,,,,,,,,,,,1.2623,,,,,
2014-09-10,,1.09218,1.0946,0.61725,106.84,,,1.21966,0.9367,,,,,,,,,,,1.2635,,,,,
2014-09-11,,1.09806,1.1037,0.61452,107.0,,,1.22175,0.9355,,,,,,,,,,,1.2631,,,,,
2014-09-12,,1.10644,1.109,0.61486,107.32,,,1.22805,0.9332,,,,,,,,,,,1.2625,,,,,
2014-09-15,,1.10717,1.1054,0.61626,107.19,,,1.22324,0.9353,,,,,,,,,,,1.2635,,,,,
2014-09-16,,1.10072,1.097,0.61463,107.14,,,1.22055,0.9325,,,,,,,,,,,1.2609,,,,,
2014-09-17,,1.11669,1.1017,0.61512,108.47,,,1.23564,0.9423,,,,,,,,,,,1.268,,,,,
2014-09-18,,1.11297,1.0936,0.60835,108.76,,,1.22489,0.9341,,,,,,,,,,,1.2665,,,,,
2014-09-19,,1.12057,1.0963,0.61406,109.01,,,1.23047,0.9407,,,,,,,,,,,1.266,,,,,
2014-09-22,,1.12727,1.1038,0.61121,108.81,,,1.23274,0.94,,,,,,,,,,,1.2701,,,,,
2014-09-23,,1.13045,1.1075,0.61013,108.86,,,1.23977,0.9397,,,,,,,,,,,1.2687,,,,,
2014-09-24,,1.12613,1.106,0.61215,109.07,,,1.23839,0.9457,,,,,,,,,,,1.2669,,,,,
2014-09-25,,1.13753,1.1113,0.61286,108.74,,,1.2604,0.9467,,,,,,,,,,,1.2702,,,,,
2014-09-26,,1.14129,1.1152,0.61565,109.27,,,1.2721,0.9512,,,,,,,,,,,1.2742,,,,,
2014-09-29,,1.14705,1.116,0.61573,109.45,,,1.28766,0.9512,,,,,,,,,,,1.2735,,,,,
2014-09-30,,1.14338,1.1197,0.61675,109.6,,,1.27992,0.955,,,,,,,,,,,1.2757,,,,,
2014-10-01,,1.14521,1.1162,0.61797,108.97,,,1.28502,0.9564,,,,,,,,,,,1.2719,,,,,
2014-10-02,,1.13662,1.1156,0.61923,108.38,,,1.2655,0.9536,,,,,,,,,,,1.2722,,,,,
2014-10-03,,1.15287,1.1243,0.62645,109.76,,,1.28833,0.9671,,,,,,,,,,,1.2814,,,,,
2014-10-06,,1.14181,1.1137,0.62189,108.73,,,1.27665,0.9583,,,,,,,,,,,1.2753,,,,,
2014-10-07,,1.13572,1.1161,0.62127,108.14,,,1.27828,0.9568,,,,,,,,,,,1.2746,,,,,
2014-10-08,,1.13237,1.1109,0.61885,108.13,,,1.26646,0.9521,,,,,,,,,,,1.2734,,,,,
2014-10-09,,1.14012,1.1181,0.62039,107.8,,,1.27194,0.9543,,,,,,,,,,,1.2717,,,,,
2014-10-10,,1.15194,1.1199,0.62228,107.63,,,1.27959,0.9571,,,,,,,,,,,1.276,,,,,
2014-10-13,,1.14181,1.1191,0.6222,106.97,,,1.26823,0.9487,,,,,,,,,,,1.2715,,,,,
2014-10-14,,1.14692,1.1293,0.62881,107.13,,,1.27584,0.9538,,,,,,,,,,,1.2742,,,,,
2014-10-15,,1.13507,1.1266,0.62484,106.05,,,1.25392,0.9419,,,,,,,,,,,1.2725,,,,,
2014-10-16,,1.14312,1.1264,0.62228,106.28,,,1.26008,0.943,,,,,,,,,,,1.2731,,,,,
2014-10-17,,1.14377,1.1275,0.62147,106.87,,,1.26279,0.945,,,,,,,,,,,1.2745,,,,,
2014-10-20,,1.13895,1.1288,0.61881,106.96,,,1.25534,0.9432,,,,,,,,,,,1.2696,,,,,
2014-10-21,,1.13908,1.1225,0.62046,107.08,,,1.2566,0.9493,,,,,,,,,,,1.2713,,,,,
2014-10-22,,1.14129,1.124,0.62344,107.2,,,1.27065,0.9539,,,,,,,,,,,1.2734,,,,,
2014-10-23,,1.14168,1.1231,0.62387,108.3,,,1.27959,0.9541,,,,,,,,,,,1.2768,,,,,
2014-10-24,,1.13817,1.123,0.6217,108.1,,,1.2734,0.9518,,,,,,,,,,,1.2745,,,,,
2014-10-27,,1.13624,1.125,0.62054,107.84,,,1.26759,0.9495,,,,,,,,,,,1.2741,,,,,
2014-10-28,,1.12982,1.1168,0.61992,108.14,,,1.26263,0.9471,,,,,,,,,,,1.2719,,,,,
2014-10-29,,1.1374,1.1185,0.62453,108.84,,,1.2809,0.9545,,,,,,,,,,,1.2777,,,,,
2014-10-30,,1.13122,1.1185,0.62492,109.25,,,1.27453,0.9559,,,,,,,,,,,1.2772,,,,,
2014-10-31,,1.13714,1.1265,0.62539,112.3,,,1.28403,0.9624,,,,,,,,,,,1.2855,,,,,
2014-11-03,,1.15207,1.1357,0.62617,114.04,,,1.2955,0.9656,,,,,,,,,,,1.2908,,,,,
2014-11-04,,1.14456,1.1408,0.62492,113.6,,,1.28057,0.9598,,,,,,,,,,,1.2885,,,,,
2014-11-05,,1.16387,1.1385,0.62602,114.64,,,1.29333,0.9639,,,,,,,,,,,1.293,,,,,
2014-11-06,,1.16836,1.1423,0.63167,115.2,,,1.30073,0.9731,,,,,,,,,,,1.2954,,,,,
2014-11-07,0.8025,1.15835,1.1327,0.6302,114.53,7.3877,6.7999,1.28982,0.9657,13.5493,586.25,2.559,2099.0,2.927,1086.0,12135.0,61.4,32.78,44.98,1.2883,3.3992,248.58,22.228,11.255,2.2669
2014-11-08,,,,,,,,1.29016,,,,,,,,,,,,,,,,,
2014-11-09,,1.15719,,0.62968,,,,1.28788,,,,,,,,,,,,,,,,,
2014-11-10,0.8046,1.16003,1.13737,0.63111,114.827,7.4278,6.80983,1.29066,0.96795,13.6096,587.09998,2.5525,2094.0,2.927,1089.69995,12150.0,61.495,32.78,44.88,1.28975,3.3966,247.0,22.192,11.2618,2.2583
2014-11-11,0.8015,1.15072,1.134,0.6283,115.826,7.38693,6.7961,1.28074,0.9643,13.6007,590.54999,2.5645,2108.0,2.928,1094.90002,12200.0,61.508,32.84,44.9,1.2922,3.3801,246.39999,22.121,11.223,2.2553
2014-11-12,0.8044,1.14821,1.13213,0.6343,115.59,7.43498,6.81047,1.2717,0.9672,13.5533,593.96997,2.5667,2115.0,2.935,1092.0,12197.0,61.391,32.82,44.85,1.2894,3.3925,246.28,22.2175,11.2035,2.2505
2014-11-13,0.8013,1.14824,1.13728,0.63675,115.755,7.43105,6.79002,1.27117,0.96358,13.5975,595.23999,2.5943,2129.0,2.9345,1091.65002,12200.0,61.565,32.77,44.84,1.29162,3.3951,244.88,22.1365,11.2167,2.2424
2014-11-14,0.7982,1.14358,1.1286,0.63837,116.264,7.382,6.7448,1.26502,0.9589,13.514,593.20001,2.6025,2158.0,2.935,1103.40002,12210.0,61.83,32.87,45.02,1.29625,3.3855,246.2,22.157,11.0725,2.242
2014-11-15,,,,0.63824,,,,1.26454,,,,,,,,,,,,,,,,,
2014-11-16,,1.14214,,0.63837,,,,1.26029,,,,,,,,,,,,,,,,,
2014-11-17,0.8029,1.14966,1.12979,0.63962,116.661,7.43585,6.7846,1.26323,0.96486,13.5849,595.84998,2.5965,2157.0,2.931,1100.98999,12202.0,61.771,32.77,44.94,1.29803,3.389,246.09,22.2155,11.1133,2.2304
2014-11-18,0.7977,1.14725,1.1303,0.64015,116.91,7.37605,6.73287,1.26294,0.9585,13.5633,597.15997,2.5973,2149.80005,2.928,1096.25,12145.0,61.715,32.74,44.97,1.29746,3.363,243.87,22.1005,11.0234,2.2204
2014-11-19,0.7968,1.16283,1.13436,0.63777,118.165,7.3919,6.7928,1.27514,0.95748,13.6234,600.72998,2.5835,2150.0,2.929,1108.19995,12145.0,61.938,32.75,45.12,1.30955,3.3624,243.14,22.0495,11.05,2.2313
2014-11-20,0.7971,1.16052,1.13093,0.63723,118.257,7.3926,6.7647,1.27194,0.9584,13.6508,599.59998,2.572,2160.0,2.925,1112.15002,12170.0,61.923,32.78,44.98,1.29973,3.3579,242.71001,22.0445,10.9553,2.2204
2014-11-21,0.807,1.15367,1.1229,0.63874,117.83,7.4651,6.8016,1.26871,0.96971,13.6308,593.90002,2.5149,2140.0,2.921,1110.93994,12145.0,61.68,32.69,44.9,1.29895,3.3871,245.17,22.322,10.9405,2.2206
2014-11-22,,,,,,,,1.26887,,,,,,,,,,,,,,,,,
2014-11-23,,1.15397,,0.63907,,,,1.26912,,,,,,,,,,,,,,,,,
2014-11-24,0.8036,1.16112,1.1283,0.63682,118.31,7.4441,6.7964,1.2721,0.96672,13.6552,595.62,2.5475,2149.5,2.911,1116.0,12148.0,61.853,32.82,44.97,1.30274,3.373,245.63,22.158,11.0124,2.2292
2014-11-25,0.8014,1.172,1.12572,0.63667,117.903,7.4246,6.7973,1.28084,0.96415,13.6745,598.77002,2.525,2168.0,2.917,1110.84998,12159.0,61.84,32.8,44.94,1.30009,3.3457,245.3,22.0935,10.9557,2.2188
2014-11-26,0.7993,1.17117,1.12504,0.63316,117.595,7.3974,6.8277,1.27076,0.96114,13.7174,598.76001,2.4995,2164.0,2.914,1106.34998,12170.0,61.788,32.74,44.95,1.29763,3.3403,245.44,22.0426,10.9492,2.2096
2014-11-27,0.8022,1.17349,1.13407,0.63612,117.88,7.4351,6.92322,1.2732,0.96471,13.7601,600.71002,2.5301,2162.19995,2.914,1101.0,12157.0,61.853,32.77,44.94,1.29889,3.3524,246.35001,22.1475,10.9656,2.206
2014-11-28,0.8028,1.17613,1.1413,0.6391,118.63,7.4461,7.0275,1.27567,0.964,13.92,607.94,2.5661,2216.5,2.918,1109.69995,12199.0,62.23,32.83,44.91,1.30275,3.3475,245.39999,22.157,11.013,2.2198
2014-11-29,,,,,,,,1.27584,,,,,,,,,,,,,,,,,
2014-11-30,,1.17983,,0.6397,,,,1.27954,,,,,,,,,,,,,,,,,
2014-12-01,0.8015,1.17752,1.1319,0.63558,118.261,7.4334,6.93824,1.27097,0.96442,13.9803,611.92999,2.552,2267.5,2.9225,1107.09998,12270.0,61.948,32.76,44.79,1.3047,3.3469,245.47,22.1055,10.9932,2.2136
2014-12-02,0.8073,1.18401,1.14071,0.63954,119.21,7.5227,7.0277,1.28307,0.97214,14.1021,614.02002,2.5733,2298.0,2.939,1115.0,12267.0,61.788,32.85,44.77,1.31112,3.3598,247.95,22.2887,11.1189,2.2297
2014-12-03,0.8123,1.19235,1.13716,0.63766,119.829,7.524,7.03212,1.29137,0.97776,14.0963,609.03998,2.5553,2292.0,2.9412,1113.5,12297.0,61.856,32.84,44.58,1.31229,3.3728,249.34,22.4161,11.2105,2.2384
2014-12-04,0.8076,1.19345,1.1387,0.63812,119.814,7.4933,7.05833,1.28578,0.97124,14.1528,609.41998,2.5833,2292.0,2.9412,1114.69995,12305.0,61.62,32.87,44.55,1.3113,3.3574,247.72,22.2935,11.1989,2.2333
2014-12-05,0.8136,1.20308,1.1432,0.64177,121.41,7.5491,7.1379,1.29692,0.97906,14.3475,612.29999,2.5893,2318.19995,2.951,1121.39001,12295.0,61.97,33.0,44.65,1.32195,3.3805,249.38,22.455,11.33,2.2601
2014-12-06,,1.20308,,,,,,1.29735,,,,,,,,,,,,,,,,,
2014-12-07,,1.2055,,0.64252,,,,1.30215,,,,,,,,,,,,,,,,,
2014-12-08,0.8117,1.20504,1.14787,0.6389,120.538,7.5429,7.1582,1.30535,0.97599,14.3757,611.09998,2.612,2323.0,2.9555,1113.5,12347.0,61.82,33.0,44.66,1.31892,3.3766,248.42999,22.416,11.53,2.2674
2014-12-09,0.8077,1.20624,1.14414,0.63814,119.543,7.5263,7.11753,1.30337,0.97092,14.4045,613.70001,2.5903,2352.0,2.964,1104.75,12327.0,61.873,32.9,44.49,1.31577,3.3574,247.14,22.2905,11.4347,2.2647
2014-12-10,0.8031,1.2024,1.14771,0.63631,117.938,7.5285,7.15976,1.28266,0.96667,14.5524,615.59998,2.617,2367.0,2.956,1104.19995,12335.0,62.108,32.76,44.55,1.31118,3.3546,246.46001,22.1775,11.5343,2.2648
2014-12-11,0.8058,1.21005,1.15215,0.6358,118.835,7.51504,7.2944,1.27998,0.96807,14.7721,617.02002,2.6463,2407.0,2.969,1100.30005,12347.0,62.473,32.81,44.45,1.31286,3.3638,248.05,22.253,11.6184,2.2777
2014-12-12,0.802,1.2133,1.1581,0.63633,118.8,7.5549,7.3607,1.28617,0.9633,14.7595,618.37,2.6555,2405.0,2.963,1100.0,12455.0,62.6,32.8,44.5,1.3127,3.3525,247.75,22.12,11.5775,2.2984
2014-12-13,,1.21345,,0.63633,,,,1.28651,,,,,,,,,,,,,,,,,
2014-12-14,,1.21205,,0.63589,,,,1.28571,,,,,,,,,,,,,,,,,
2014-12-15,0.8035,1.218,1.16562,0.63923,117.831,7.63208,7.44913,1.29171,0.96486,14.7,619.08002,2.6952,2398.0,2.9625,1100.0,12695.0,63.168,32.95,44.68,1.31145,3.3601,248.12,22.142,11.7003,2.3578
2014-12-16,0.799,1.2169,1.16266,0.63505,116.499,7.60125,7.44061,1.2856,0.95983,14.7371,620.33002,2.753,2454.0,2.97,1080.05005,12695.0,63.653,32.99,44.81,1.302,3.3679,249.34,22.029,11.6434,2.359
2014-12-17,0.8107,1.22982,1.16439,0.64234,118.869,7.66889,7.41051,1.29941,0.97377,14.5709,616.20001,2.715,2425.0,2.967,1093.19995,12655.0,63.518,32.92,44.76,1.31151,3.4311,254.47,22.3575,11.6336,2.3363
2014-12-18,0.8135,1.2235,1.15825,0.63825,118.938,7.68564,7.38423,1.28642,0.97972,14.5382,613.98999,2.6575,2318.3999,2.944,1096.5,12560.0,62.983,32.86,44.72,1.31386,3.4588,255.92,22.4468,11.5491,2.3208
2014-12-19,0.8175,1.22844,1.1597,0.63988,119.49,7.7324,7.3556,1.29121,0.98415,14.6212,610.79999,2.656,2300.0,2.935,1097.05005,12475.0,63.255,32.85,44.7,1.31617,3.4765,257.0,22.595,11.5643,2.3125
2014-12-20,,,,0.63992,,,,1.29199,,,,,,,,,,,,,,,,,
2014-12-21,,1.22897,,0.64,,,,1.29212,,,,,,,,,,,,,,,,,
2014-12-22,0.8175,1.23136,1.16347,0.6417,120.063,7.79152,7.42708,1.29492,0.98398,14.666,608.34998,2.6619,2310.0,2.9685,1096.0,12438.0,63.223,32.86,44.59,1.31855,3.4848,256.41,22.5505,11.5598,2.3133
2014-12-23,0.8213,1.23361,1.1625,0.64453,120.735,7.79812,7.4299,1.29725,0.98786,14.7395,609.95001,2.7065,2340.0,2.96,1101.0,12445.0,63.433,32.9,44.67,1.3251,3.5302,259.54001,22.7415,11.6382,2.3203
2014-12-24,0.8191,1.23251,1.16208,0.64286,120.342,7.7741,7.44082,1.295,0.98528,14.698,608.25,2.6955,2350.0,2.9795,1103.5,12465.0,63.515,32.86,44.62,1.32263,3.56,259.44,22.6885,11.635,2.3132
2014-12-25,0.8181,1.23192,1.16165,0.6426,120.246,7.767,7.42652,1.29304,0.98364,14.7233,608.20001,2.6955,2350.0,2.9795,1103.5,12465.0,63.513,32.88,44.63,1.32199,3.5612,258.98001,22.6606,11.619,2.3181
2014-12-26,0.8208,1.23183,1.1626,0.64276,120.49,7.8516,7.4645,1.28876,0.98711,14.744,607.0,2.668,2350.0,2.9795,1103.5,12465.0,63.515,32.88,44.62,1.32325,3.5902,259.91,22.787,11.6575,2.3168
2014-12-27,,1.23244,,0.6428,,,,1.28899,,,,,,,,,,,,,,,,,
2014-12-30,0.8223,1.22237,1.16103,0.64268,119.433,7.73467,7.43286,1.27747,0.98881,14.723,607.0,2.6557,2391.0,2.9855,1097.90002,12445.0,63.378,32.84,44.74,1.32083,3.5163,258.76001,22.7727,11.5595,2.3243
2014-12-31,0.8262,1.22479,1.16146,0.64206,119.66,7.8217,7.4669,1.28348,0.9939,14.736,606.40002,2.6575,2391.0,2.9855,1091.0,12380.0,63.028,32.87,44.77,1.32475,3.5305,258.04999,22.824,11.556,2.3325
2015-01-01,0.8261,1.22393,1.16075,0.64186,119.823,7.79188,7.44508,1.28271,0.99358,14.7288,606.20001,2.6575,2391.0,2.9855,1091.0,12380.0,63.028,32.87,44.77,1.32215,3.54,260.67999,22.867,11.546,2.3291
2015-01-02,0.8333,1.2364,1.1782,0.65249,120.49,7.9185,7.5822,1.29803,1.0015,14.839,613.13,2.702,2394.0,2.967,1104.55005,12535.0,63.27,32.94,44.85,1.33045,3.577,265.01999,22.99,11.7055,2.3446
2015-01-03,,1.2367,,0.65253,,,,1.29921,,,,,,,,,,,,,,,,,
2015-01-04,,1.23873,,0.65497,,,,1.30417,,,,,,,,,,,,,,,,,
2015-01-05,0.8378,1.23697,1.176,0.65567,119.286,7.93299,7.63237,1.30149,1.00681,14.9373,617.27002,2.7064,2429.0,2.982,1109.19995,12625.0,63.338,32.95,45.02,1.33431,3.5928,266.14001,23.2012,11.698,2.3297
